,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Dothistroma septosporum 0,GCA_002236755.2,GCA_002236465.2,GCA_002116355.1,GCA_002994015.1,GCA_024761195.1,GCA_000729945.1,GCA_028637775.1,GCA_905071715.1,GCA_011947355.1
Dothistroma septosporum 1,GCA_002236465.2,GCA_002236475.2,GCA_002116355.1,GCA_040114415.1,GCA_024761675.1,GCA_034508535.1,GCA_003705415.1,GCA_019969295.1,GCA_003843895.1
Dothistroma septosporum 2,GCA_002236475.2,GCA_002236485.2,GCA_002116355.1,GCA_029873915.1,GCA_035926095.1,GCA_047835965.1,GCA_003693515.1,,GCA_900000015.1
Dothistroma septosporum 3,GCA_002236485.2,GCA_002236515.2,GCA_002116355.1,,GCA_024761695.1,GCA_023085475.1,GCA_022288675.1,GCA_902500875.1,GCA_022023675.2
Dothistroma septosporum 4,GCA_002236515.2,GCA_002236545.2,GCA_002116355.1,GCA_026122155.1,GCA_030553285.1,GCA_047835625.1,GCA_003610855.1,GCA_963281095.1,GCA_003287315.1
Dothistroma septosporum 5,GCA_002236545.2,GCA_002236565.2,GCA_002116355.1,GCA_000504365.2,GCA_024761785.1,GCA_047840215.1,GCA_048413515.1,GCA_001855635.1,GCA_023338055.1
Dothistroma septosporum 6,GCA_002236565.2,GCA_002236575.2,GCA_002116355.1,GCA_029230485.1,GCA_030553275.1,GCA_047838035.1,GCA_023015295.1,GCA_000815965.1,GCA_016864665.1
Dothistroma septosporum 7,GCA_002236575.2,GCA_002236585.2,GCA_002116355.1,GCA_019443905.1,GCA_024863865.1,GCA_022609225.1,GCA_032599185.1,GCA_041722695.1,GCA_029452305.1
Dothistroma septosporum 8,GCA_002236585.2,GCA_002236615.2,GCA_002116355.1,GCA_000223805.2,GCA_021028855.1,GCA_028456275.1,GCA_046114455.1,GCA_025531445.1,GCA_037965455.1
Dothistroma septosporum 9,GCA_002236615.2,GCA_002236645.2,GCA_002116355.1,GCA_022836995.1,GCA_003704615.1,GCA_038025055.1,GCA_949124695.1,GCA_027602705.1,GCA_030278985.1
Fusarium circinatum 0,GCA_024047395.1,GCA_000497325.4,GCA_043252985.1,GCA_045529085.1,GCA_022278005.1,GCA_002930425.1,GCA_030581435.1,GCA_027924225.1,GCA_003704535.1
Fusarium circinatum 1,GCA_000497325.4,GCA_000876485.1,GCA_003947045.1,GCA_045528975.1,GCA_030772365.1,GCA_001600455.1,GCA_004917335.1,GCA_021901655.1,GCA_002247145.1
Fusarium circinatum 2,GCA_000876485.1,GCA_002894005.2,GCA_043174905.1,GCA_024115155.1,GCA_018801565.1,GCA_033297235.1,GCA_027569115.1,GCA_040804795.1,GCA_044509515.1
Fusarium circinatum 3,GCA_002894005.2,GCA_013168815.2,GCA_011426355.1,GCA_020975415.1,GCA_030914405.1,GCA_019321695.1,GCA_009684995.1,GCA_038091155.1,GCA_002215365.1
Fusarium circinatum 4,GCA_013168815.2,GCA_013168825.2,GCA_025266885.1,GCA_020975415.1,GCA_018831755.1,GCA_046562335.1,GCA_005546515.1,GCA_019970295.1,GCA_023337615.1
Fusarium circinatum 5,GCA_013168825.2,GCA_013168835.2,GCA_043252445.1,GCA_023015445.1,GCA_030784555.1,GCA_042257785.1,GCA_047150385.1,GCA_029704095.1,GCA_002245715.1
Fusarium circinatum 6,GCA_013168835.2,GCA_013396185.1,GCA_009298845.1,GCA_021019265.1,GCA_022276165.1,GCA_002851755.1,GCA_900290405.1,GCA_027603945.1,GCA_046862035.1
Fusarium circinatum 7,GCA_013396185.1,GCA_018163655.1,GCA_025267595.1,GCA_021019215.1,GCA_030789465.1,GCA_022695765.1,GCA_024678805.1,GCA_040804565.1,GCA_012295175.1
Fusarium circinatum 8,GCA_018163655.1,GCA_019364515.1,GCA_042608555.1,GCA_045528905.1,GCA_022684685.1,GCA_002924785.1,GCA_013265775.1,GCA_013036515.1,GCA_014706135.1
Fusarium circinatum 9,GCA_019364515.1,GCA_019364535.1,GCA_001703085.1,GCA_020740355.1,GCA_019022495.1,GCA_003015475.2,GCA_964300305.1,GCA_037041535.1,GCA_042082275.1
Aspergillus terreus 0,GCA_001630395.1,GCA_002749855.1,GCA_003369625.1,GCA_025999795.1,GCA_009650675.1,GCA_022830775.1,GCA_030869225.1,,GCA_001955675.1
Aspergillus terreus 1,GCA_002749855.1,GCA_002930435.1,GCA_020501905.1,GCA_023627095.1,GCA_011392495.1,GCA_016110225.1,GCA_040803145.1,GCA_910592205.1,GCA_032158355.1
Aspergillus terreus 2,GCA_002930435.1,GCA_009014675.2,GCA_020500815.1,GCA_027569755.1,GCA_003990805.1,GCA_046581125.1,GCA_014325125.1,GCA_044231765.1,GCA_020283525.1
Aspergillus terreus 3,GCA_009014675.2,GCA_009834425.1,GCA_042609005.1,GCA_023141355.1,GCA_027569565.1,GCA_048987505.1,GCA_027406085.1,GCA_033735095.1,GCA_012932265.1
Aspergillus terreus 4,GCA_009834425.1,GCA_009932835.1,GCA_020500595.1,GCA_015586395.1,GCA_009650675.1,GCA_022831025.1,GCA_003435105.1,GCA_011763935.1,GCA_003546805.1
Aspergillus terreus 5,GCA_009932835.1,GCA_015266375.1,GCA_013306195.1,,GCA_000003125.1,GCA_041956615.1,GCA_931302135.1,GCA_040804375.1,GCA_023337575.1
Aspergillus terreus 6,GCA_015266375.1,GCA_015333565.1,GCA_025766005.1,GCA_902712905.1,GCA_023721895.2,GCA_018296045.1,GCA_040805655.1,GCA_027578175.1,GCA_001955675.1
Aspergillus terreus 7,GCA_015333565.1,GCA_016808415.1,GCA_041684415.1,GCA_000769735.1,GCA_030061015.1,GCA_910591785.1,GCA_001746385.1,GCA_026283605.1,GCA_003546625.1
Aspergillus terreus 8,GCA_016808415.1,GCA_023625495.1,GCA_949125185.1,GCA_028828765.1,GCA_002916415.1,GCA_035927125.1,GCA_964256515.1,GCA_027248925.1,GCA_033557915.1
Aspergillus terreus 9,GCA_023625495.1,GCA_023625515.1,GCA_023625195.1,GCA_000576735.1,GCA_043882635.1,GCA_001713645.1,GCA_047669355.1,GCA_040805165.1,GCA_009729435.1
Colletotrichum gloeosporioides 2,GCA_003243855.1,,GCA_020466255.1,,GCA_018440655.1,GCA_012978415.1,GCA_030557975.1,GCA_002150815.3,GCA_021527685.1
Colletotrichum gloeosporioides 5,GCA_011428055.1,GCA_011800055.1,GCA_045682645.1,,GCA_019188255.1,GCA_042258205.1,GCA_037074745.1,GCA_002234625.1,GCA_902712285.1
Colletotrichum gloeosporioides 6,GCA_011800055.1,GCA_011947415.1,GCA_000582985.1,,GCA_018982865.1,GCA_016906485.1,GCA_000317355.2,GCA_023650535.1,GCA_030374165.1
Colletotrichum gloeosporioides 7,GCA_011947415.1,,GCA_011947465.1,,GCA_018982865.1,GCA_017656785.1,GCA_000975615.2,GCA_903470595.1,GCA_023335675.1
Colletotrichum gloeosporioides 9,GCA_019022565.1,GCA_021650765.1,GCA_045682715.1,,GCA_011032905.1,GCA_025215865.1,GCA_009982855.1,GCA_027248965.1,GCA_001278145.1
Rhizopus delemar 0,GCA_000697155.1,GCA_011763585.1,GCA_000697195.1,GCA_025677835.1,GCA_025331425.1,,GCA_016758895.1,GCA_030565715.1,GCA_021527685.1
Rhizopus delemar 1,GCA_011763585.1,GCA_011763605.1,GCA_011951295.2,GCA_025677835.1,GCA_037041495.1,,GCA_000534915.1,GCA_030570515.1,GCA_026401395.1
Rhizopus delemar 2,GCA_011763605.1,GCA_011763695.1,GCA_011763875.1,GCA_025677835.1,GCA_023630325.1,,GCA_910591835.1,GCA_025782865.1,GCA_020226015.1
Rhizopus delemar 3,GCA_011763695.1,GCA_011763715.1,GCA_011801555.2,GCA_025677835.1,GCA_037040325.1,,GCA_025024155.1,GCA_905105065.1,GCA_004137975.1
