,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Simplicillium aogashimaense 1,GCA_012273805.1,GCA_019843555.1,GCA_964211815.1,GCA_038367545.1,GCA_040112855.1,GCA_009802965.1,GCA_022560135.1,GCA_040805535.1,GCA_014706125.1
Platismatia glauca 0,GCA_963556305.1,GCA_963556265.1,GCA_964256155.1,GCA_964255225.1,GCA_018257855.2,GCA_937822845.1,GCA_000326005.1,GCA_026212265.1,GCA_029452305.1
Platismatia glauca 1,GCA_963556265.1,GCA_964255145.1,GCA_964256155.1,GCA_964256905.1,GCA_965153415.1,GCA_937858075.1,GCA_030867605.1,GCA_022376445.1,GCA_016864775.1
Tulasnella sp. JGI-2019a 0,GCA_019633535.1,GCA_019633545.1,GCA_019632295.1,,GCA_015342405.1,GCA_027886735.1,GCA_031841935.1,,GCA_030374205.1
Tulasnella sp. JGI-2019a 1,GCA_019633545.1,GCA_019633555.1,GCA_019632295.1,,GCA_019616915.1,GCA_043165475.1,GCA_900149135.1,GCA_964254905.1,GCA_042257365.1
Trichophyton yaoundei 0,GCA_910592095.1,GCA_012184575.1,GCA_000616905.1,GCA_030015485.1,GCA_020976795.1,GCA_028027615.1,GCA_020976425.1,GCA_003314255.1,GCA_023337975.1
Trichophyton yaoundei 1,GCA_012184575.1,GCA_910591995.1,GCA_000151125.2,GCA_030411455.1,GCA_022830395.1,GCA_023620865.1,GCA_937840635.1,GCA_038089435.1,GCA_023337735.1
Malassezia japonica 0,GCA_001264785.1,GCA_001600795.1,GCA_029542885.1,,,GCA_963379325.1,GCA_019633485.1,GCA_009298145.1,GCA_023337545.1
Malassezia japonica 1,GCA_001600795.1,GCA_029542785.1,GCA_023079155.1,,,,GCA_034387635.1,GCA_023623855.1,GCA_030374195.1
Diaporthe macadamiae 0,GCA_038088425.1,GCA_038088465.1,GCA_022225975.1,GCA_002270565.1,GCA_014858425.1,GCA_000150675.2,GCA_030462905.1,GCA_038094235.1,GCA_031305395.1
Diaporthe macadamiae 1,GCA_038088465.1,GCA_038088555.1,GCA_016432825.1,GCA_002270565.1,GCA_014850005.1,GCA_030781825.1,GCA_002900925.1,GCA_019970445.1,GCA_023334245.1
Dactylonectria torresensis 0,GCA_011426275.1,GCA_011426265.1,GCA_020744375.1,GCA_019721165.1,GCA_000965225.2,GCA_014849285.1,GCA_009667385.1,GCA_022818075.1,GCA_000325885.1
Dactylonectria torresensis 1,GCA_011426265.1,GCA_011426295.1,GCA_029931735.1,GCA_027945595.1,GCA_004195255.1,GCA_049190995.1,GCA_030449025.1,GCA_029232285.1,GCA_008553785.1
Blastomyces gilchristii 0,GCA_043229185.1,GCA_043229235.1,GCA_018296045.1,GCA_020085055.1,GCA_000151505.1,GCA_020498965.1,GCA_025541405.1,GCA_037177845.1,GCA_009733065.1
Blastomyces gilchristii 1,GCA_043229235.1,GCA_000003855.2,GCA_018296055.1,GCA_000150705.2,GCA_021853515.1,GCA_020499885.1,GCA_011036365.1,GCA_039545395.1,GCA_038050905.1
Fusarium boothii 0,GCA_017656985.1,GCA_017656945.1,GCA_025215845.1,GCA_030370895.1,GCA_032354155.1,GCA_013201765.1,GCA_009686745.1,GCA_001742905.1,GCA_038050675.1
Fusarium boothii 1,GCA_017656945.1,GCA_017656995.1,GCA_013184365.1,GCA_029931735.1,GCA_002591415.1,GCA_020464275.1,GCA_949124515.1,GCA_043168825.1,GCA_009848525.1
Lipomyces kononenkoae 0,GCA_038497665.1,GCA_030564845.1,,GCA_030705025.1,,,GCA_003073865.1,GCA_019189905.1,GCA_023338185.1
Lipomyces kononenkoae 1,GCA_030564845.1,GCA_038497395.1,GCA_038497425.1,GCA_030556295.1,,,GCA_025727145.1,GCA_002995375.1,GCA_023334085.1
Pneumocystis jirovecii 0,GCA_000333975.2,GCA_002571455.1,GCA_017311285.1,,,,GCA_003277085.1,GCA_000299215.2,GCA_023337775.1
Pneumocystis jirovecii 1,GCA_002571455.1,GCA_001477535.1,GCA_017788925.1,,,,GCA_023625615.1,GCA_027887095.1,GCA_001950875.1
Daldinia eschscholtzii 0,GCA_037126485.1,GCA_000751375.2,GCA_018842695.1,GCA_002120315.1,GCA_004353285.2,GCA_013184315.1,GCA_037201715.1,GCA_019671135.1,GCA_002911725.1
Daldinia eschscholtzii 1,GCA_000751375.2,GCA_022478725.1,GCA_047663475.1,GCA_022695765.1,GCA_025201745.1,GCA_016166415.1,GCA_002237265.2,GCA_029281435.1,GCA_023337955.1
Boletus variipes 0,GCA_038088695.1,GCA_038092395.1,,GCA_038091355.1,GCA_002995155.1,GCA_014904985.1,GCA_003234015.1,GCA_038497685.1,GCA_027475765.1
Boletus variipes 1,GCA_038092395.1,GCA_038088715.1,GCA_038093175.1,GCA_038090335.1,GCA_016800925.1,GCA_023547045.1,GCA_035521515.1,GCA_033296695.1,GCA_001306775.1
Diaporthe velutina 0,GCA_038088505.1,GCA_038088455.1,GCA_016432825.1,GCA_002270565.1,GCA_027946515.1,GCA_043254185.1,GCA_046252815.1,GCA_027575685.1,GCA_001933325.1
Diaporthe velutina 1,GCA_038088455.1,GCA_038088495.1,GCA_039880735.1,GCA_002270565.1,GCA_003013035.1,GCA_013423235.1,GCA_022813125.1,GCA_019190015.1,GCA_008079305.1
Boeremia exigua 0,GCA_020726555.1,GCA_029590635.1,GCA_022609225.1,GCA_026119445.1,GCA_025541315.1,GCA_047842365.1,GCA_024678285.1,GCA_027886695.1,GCA_023338075.1
Boeremia exigua 1,GCA_029590635.1,GCA_047655185.1,GCA_022609225.1,GCA_965178485.1,GCA_048937315.1,GCA_046718235.1,GCA_037577415.1,GCA_000149925.1,GCA_001933485.1
Diaporthe longicolla 0,GCA_043874435.1,GCA_000800745.1,GCA_040209035.1,GCA_002270565.1,GCA_027559495.1,GCA_003449175.1,GCA_028026005.1,GCA_038091215.1,
Diaporthe longicolla 1,GCA_000800745.1,GCA_000498855.2,GCA_040209025.1,GCA_002270565.1,GCA_014850875.1,GCA_009297945.1,GCA_022577825.1,GCA_958449875.1,GCA_023334275.1
Cystobasidium slooffiae 0,GCA_019775285.1,GCA_019775485.1,GCA_023628355.1,GCA_040364925.1,,GCA_008802785.1,GCA_014825535.1,GCA_014898925.1,GCA_001712645.2
Cystobasidium slooffiae 1,GCA_019775485.1,GCA_019775515.1,GCA_022835635.1,GCA_003351005.1,,GCA_904855205.1,GCA_031841035.1,GCA_029990645.1,GCA_003287315.1
Fusarium acuminatum 0,GCA_038181435.1,GCA_013363215.1,GCA_016165925.1,GCA_023015485.1,GCA_026401235.1,GCA_905109835.1,GCA_964256415.1,GCA_019189595.1,GCA_001950895.1
Fusarium acuminatum 1,GCA_013363215.1,GCA_027247665.1,GCA_009298275.1,GCA_917563905.1,GCA_000733625.1,GCA_014850475.1,GCA_003012245.1,GCA_023630055.1,GCA_024679025.1
Rhizophlyctis rosea 0,GCA_027596075.1,GCA_002214945.1,,,GCA_027604605.1,GCA_027604245.1,GCA_027248785.1,GCA_040804215.1,GCA_023338115.1
Rhizophlyctis rosea 1,GCA_002214945.1,GCA_027596135.1,,,GCA_027604605.1,GCA_006536005.1,GCA_027248765.1,GCA_047301935.1,GCA_023334615.1
Hymenoscyphus fraxineus 0,GCA_900184765.1,GCA_001414365.1,GCA_900536445.1,GCA_000409485.1,GCA_024586315.1,GCA_013170925.1,GCA_022457065.1,GCA_023523875.1,GCA_023336215.1
Hymenoscyphus fraxineus 1,GCA_001414365.1,GCA_911649665.1,GCA_001414355.1,GCA_000238015.2,GCA_040955445.1,GCA_000750815.1,GCA_014849835.1,GCA_019400425.1,GCA_003546765.1
Hericium coralloides 0,GCA_964264465.1,GCA_003675405.1,GCA_033439255.1,GCA_004679275.1,GCA_022496215.1,GCA_047716555.1,GCA_019189975.1,GCA_001739075.1,GCA_000500205.2
Hericium coralloides 1,GCA_003675405.1,GCA_964264405.1,GCA_006506795.2,GCA_004679275.1,GCA_022496215.1,GCA_018524895.1,GCA_006352305.1,GCA_032354175.1,GCA_001974925.1
Debaryomyces nepalensis 0,GCA_030583445.1,GCA_003708585.1,,GCA_020662405.1,GCA_032358415.1,,GCA_024678405.1,GCA_029542825.1,GCA_042082745.1
Debaryomyces nepalensis 1,GCA_003708585.1,GCA_037042395.1,GCA_001447935.2,GCA_030571075.1,GCA_030557895.1,GCA_011074765.1,GCA_023628655.1,GCA_038089675.1,GCA_000143045.1
Debaryomyces robertsiae 0,GCA_046867545.1,GCA_030566065.1,GCA_030674585.1,GCA_028532825.1,GCA_019039475.1,GCA_019207285.1,GCA_000976785.2,GCA_001950495.1,GCA_018292895.1
Debaryomyces robertsiae 1,GCA_030566065.1,GCA_046867595.1,GCA_037042395.1,GCA_002837675.1,GCA_014638885.1,,GCA_964256685.1,GCA_011763955.1,GCA_004359215.2
Ustilago bromivora 0,GCA_900080155.1,GCA_900101485.1,GCA_900323505.1,GCA_023212645.1,GCA_928724875.1,GCA_900291925.1,GCA_041722355.1,GCA_030573315.1,GCA_921012115.1
Ustilago bromivora 1,GCA_900101485.1,GCA_900519155.1,GCA_023748725.1,GCA_928722245.1,GCA_928724795.1,GCA_026413255.1,GCA_038280165.1,GCA_009289805.1,GCA_000340395.2
Pleurotus tuber-regium 0,GCA_014058305.1,GCA_003314355.1,GCA_003313115.1,GCA_040822045.1,GCA_040804455.1,GCA_004802725.1,GCA_963379265.1,GCA_013403795.1,GCA_023337955.1
Pleurotus tuber-regium 1,GCA_003314355.1,GCA_019693315.1,GCA_017312325.1,GCA_040822045.1,GCA_018524415.1,GCA_038090055.1,GCA_029542825.1,GCA_019207475.1,GCA_032158355.1
Sordaria macrospora 0,GCA_008692325.1,GCA_033870435.1,GCA_033439795.1,GCA_009801375.1,GCA_027943165.1,GCA_032354635.1,GCA_008931935.1,GCA_021901655.1,GCA_018873745.1
Sordaria macrospora 1,GCA_033870435.1,GCA_000182805.2,GCA_020800285.1,GCA_009801325.1,GCA_030549205.1,GCA_016166025.1,GCA_937858685.1,GCA_019671035.1,GCA_037965455.1
Botrytis elliptica 0,GCA_024478385.1,GCA_004786205.1,GCA_004335055.1,GCA_001247705.1,GCA_026225955.1,GCA_000497305.1,GCA_002975655.1,GCA_019802825.1,
Botrytis elliptica 1,GCA_004786205.1,GCA_014898555.1,GCA_015148965.1,GCA_039834585.1,GCA_003988855.1,GCA_905067625.1,GCA_023620135.1,GCA_014058305.1,GCA_023337495.1
Scheffersomyces shehatae 0,GCA_002118035.1,GCA_002118155.1,GCA_046130655.1,GCA_025766415.1,GCA_046251535.1,GCA_023013635.1,,GCA_041442975.1,GCA_024679025.1
Scheffersomyces shehatae 1,GCA_002118155.1,GCA_030674605.1,GCA_046130615.1,GCA_013620985.1,GCA_046251485.1,GCA_003706115.3,GCA_020912385.1,GCA_038089035.1,GCA_019297675.1
Diaporthe ueckeri 0,GCA_043875075.1,GCA_043874415.1,GCA_014872995.1,GCA_002270565.1,GCA_014858425.1,GCA_000734515.1,GCA_025727205.1,GCA_018423875.1,GCA_023336445.1
Diaporthe ueckeri 1,GCA_043874415.1,GCA_043875055.1,GCA_042826995.1,GCA_002270565.1,GCA_014850185.1,GCA_009802275.1,,GCA_003833025.1,
Schwanniomyces occidentalis 0,GCA_031081865.1,GCA_030579795.1,GCA_030563145.1,GCA_003706395.2,GCA_032358695.1,GCA_003705515.2,GCA_000382785.1,GCA_027575545.1,GCA_020800205.1
Schwanniomyces occidentalis 1,GCA_030579795.1,GCA_030556115.1,GCA_031081965.1,GCA_030574455.1,GCA_019039535.1,,GCA_025536725.1,GCA_038089375.1,GCA_023335895.1
Entoloma clypeatum 0,GCA_963565915.2,GCA_900068945.1,,GCA_944990035.1,GCA_043168805.1,GCA_001910725.1,GCA_019190805.1,GCA_905109485.1,GCA_001712655.1
Entoloma clypeatum 1,GCA_900068945.1,GCA_963565705.2,,GCA_944990035.1,GCA_009746445.1,GCA_041722515.1,GCA_000836455.1,GCA_003016705.1,
Trichophyton kuryangei 0,GCA_910591595.1,GCA_012184535.1,GCA_046865295.1,GCA_032351835.1,GCA_000150115.1,GCA_003800495.2,GCA_030571545.1,GCA_903798085.1,GCA_023334255.1
Trichophyton kuryangei 1,GCA_012184535.1,GCA_910591655.1,GCA_046866955.1,GCA_022344085.1,GCA_022831535.1,GCA_015586375.1,GCA_047841665.1,GCA_031840765.1,GCA_020283525.1
Clarireedia monteithiana 0,GCA_026226035.1,GCA_002242835.1,GCA_002242985.1,GCA_002946415.1,GCA_024741835.1,GCA_022627015.2,GCA_034768155.1,GCA_026725045.1,GCA_000338815.2
Clarireedia monteithiana 1,GCA_002242835.1,GCA_002242955.1,GCA_026225975.1,GCA_002946385.1,GCA_045999785.1,GCA_000750935.1,GCA_022661675.1,GCA_038089795.1,GCA_023336035.1
Colletotrichum camelliae 0,GCA_018853505.1,GCA_011947485.2,GCA_045682585.1,,GCA_002776445.1,GCA_025427445.1,GCA_025769695.1,GCA_000143565.1,GCA_022023675.2
Colletotrichum camelliae 1,GCA_011947485.2,GCA_026740055.1,GCA_045682685.1,,GCA_014636675.1,GCA_009804295.1,GCA_025782865.1,GCA_012655175.1,GCA_016865085.1
Cladosporium sphaerospermum 0,GCA_023621355.1,GCA_019191205.1,GCA_018703675.1,GCA_046718265.1,GCA_024708745.1,GCA_003690415.1,GCA_009805285.1,GCA_038094675.1,GCA_023333825.1
Cladosporium sphaerospermum 1,GCA_019191205.1,GCA_000261425.2,GCA_024604135.1,GCA_002077045.2,GCA_024708745.1,GCA_020571545.1,GCA_015881745.1,GCA_003315995.1,GCA_000509525.1
Epicoccum nigrum 0,GCA_002116315.1,GCA_019721275.1,GCA_015266435.1,GCA_040616265.1,GCA_001599595.1,,GCA_030777805.1,GCA_018850815.1,GCA_023333955.1
Epicoccum nigrum 1,GCA_019721275.1,GCA_009761125.1,GCA_020272525.1,GCA_026119825.1,GCA_022345505.1,GCA_003435105.1,GCA_027923685.1,GCA_040804845.1,GCA_002812785.1
Phialophora expanda 0,GCA_016109585.1,GCA_016110005.1,GCA_016110205.1,GCA_000835395.1,GCA_002225475.1,GCA_003967755.1,GCA_003704985.1,GCA_033735075.1,GCA_029168885.1
Phialophora expanda 1,GCA_016110005.1,GCA_016110025.1,GCA_016109935.1,GCA_001646965.1,GCA_003693665.1,GCA_009684975.1,GCA_900099275.1,GCA_032158505.1,GCA_009733105.1
Lecanicillium sp. MT-2017a 0,GCA_003056565.1,GCA_003056585.1,GCA_023628775.1,GCA_030780535.1,GCA_001680515.1,GCA_014849675.1,GCA_006984745.1,GCA_000597645.1,GCA_038050575.1
Lecanicillium sp. MT-2017a 1,GCA_003056585.1,GCA_003056605.2,GCA_030411675.1,GCA_030770625.1,GCA_020976425.1,GCA_002812735.1,GCA_003666085.1,GCA_019970475.1,GCA_003546625.1
Gyromitra splendida 0,GCA_040803985.1,GCA_040802885.1,GCA_040804105.1,GCA_040803465.1,GCA_015179025.1,,GCA_003270595.1,GCA_000149925.1,GCA_007655245.1
Gyromitra splendida 1,GCA_040802885.1,GCA_040804005.1,GCA_040804115.1,GCA_040803165.1,GCA_024713625.1,,GCA_009686805.1,GCA_038090355.1,GCA_004137865.1
Cladosporium colombiae 0,GCA_026122715.1,GCA_019775475.1,GCA_003614995.1,GCA_046718265.1,GCA_024708745.1,GCA_011058865.1,GCA_034767915.1,GCA_019627755.1,GCA_030279125.1
Cladosporium colombiae 1,GCA_019775475.1,GCA_022814635.1,GCA_001553865.1,GCA_035927975.1,GCA_024708745.1,GCA_001630375.1,GCA_013436375.1,GCA_009746445.1,GCA_000387425.2
Lecanosticta acicola 0,GCA_963674455.1,GCA_002441625.1,,,GCA_024761375.1,GCA_047667285.1,GCA_041684895.1,GCA_032718865.1,GCA_002081965.1
Lecanosticta acicola 1,GCA_002441625.1,GCA_000504345.2,,GCA_017766145.1,GCA_024761295.1,GCA_023085355.1,GCA_001739495.1,GCA_027917485.1,GCA_000785725.3
Cladonia rangiferina 0,GCA_023065455.1,GCA_006146055.1,GCA_964254615.1,GCA_964256335.1,GCA_905337325.1,GCA_964257475.1,GCA_025216165.1,,GCA_016864635.1
Cladonia rangiferina 1,GCA_006146055.1,GCA_964254875.1,GCA_964256715.1,GCA_964256335.1,GCA_905337325.1,GCA_937857575.1,,GCA_024811115.1,GCA_023334595.1
Gyromitra sp. 6 AD-2023 0,GCA_040802425.1,GCA_040803535.1,GCA_040802845.1,GCA_040803455.1,GCA_024713855.1,,GCA_001890125.1,GCA_041956555.1,GCA_026401375.1
Gyromitra sp. 6 AD-2023 1,GCA_040803535.1,GCA_040803805.1,GCA_040803035.1,GCA_040803405.1,GCA_033030345.1,,GCA_021399445.1,GCA_910591965.1,GCA_000247585.2
Colletotrichum coccodes 0,GCA_020466075.1,,GCA_001618705.1,,GCA_001557495.1,GCA_022285405.1,GCA_000784655.1,GCA_965154565.1,GCA_001573145.1
Citeromyces matritensis 0,GCA_030570875.1,GCA_003243085.1,GCA_003706365.1,GCA_030556925.1,,GCA_019039755.1,GCA_003693555.1,GCA_000988165.1,GCA_038050945.1
Citeromyces matritensis 1,GCA_003243085.1,GCA_003705165.1,GCA_030580415.1,GCA_023013225.1,,GCA_046250905.1,GCA_030866685.1,GCA_964034935.1,GCA_016864835.1
Thelonectria discophora 0,GCA_911649645.1,GCA_045529525.1,GCA_020736575.1,GCA_021436885.1,GCA_021378265.1,GCA_026653375.1,GCA_949129305.1,GCA_030246685.1,
Thelonectria discophora 1,GCA_045529525.1,GCA_045529555.1,GCA_020736575.1,GCA_009297575.1,GCA_032354255.1,GCA_014849395.1,GCA_023138015.1,GCA_015502455.1,GCA_039619315.1
Exophiala mesophila 0,GCA_000785215.1,GCA_000836275.1,GCA_036872695.1,GCA_002099365.1,GCA_017656005.1,GCA_020502875.1,GCA_037042335.1,GCA_004917845.1,GCA_002968915.1
Exophiala mesophila 1,GCA_000836275.1,GCA_004011775.1,GCA_035931935.1,GCA_025434005.1,GCA_022813615.2,GCA_010724915.1,GCA_030781285.1,GCA_013368325.1,
Thermochaetoides thermophila 0,GCA_937900895.1,GCA_000221225.1,GCA_011800035.1,GCA_027946355.1,GCA_009802455.1,GCA_002234235.1,GCA_028828015.1,GCA_029952725.1,GCA_009733105.1
Thermochaetoides thermophila 1,GCA_000221225.1,GCA_911303055.1,GCA_011800035.1,GCA_023628635.1,GCA_005222925.1,GCA_018360655.1,GCA_023013135.1,GCA_946475005.1,GCA_001483015.1
Gyromitra korfii 0,GCA_040804015.1,GCA_040803215.1,GCA_040802845.1,GCA_040803165.1,GCA_003521225.1,,GCA_019594925.1,GCA_038090235.1,GCA_023336125.1
Gyromitra korfii 1,GCA_040803215.1,GCA_040803655.1,GCA_040803875.1,GCA_040803465.1,GCA_033030205.1,,GCA_003270985.1,GCA_902500955.1,
Colletotrichum falcatum 0,GCA_019425465.1,GCA_001484525.1,GCA_013201905.1,,GCA_001268145.1,GCA_032358065.1,GCA_026026815.1,GCA_963379275.1,GCA_020085045.1
Colletotrichum falcatum 1,GCA_001484525.1,GCA_030867235.1,GCA_003386485.1,,GCA_029607795.1,GCA_014850105.1,GCA_020499645.1,GCA_001720195.2,GCA_026184515.1
Phlebopus portentosus 0,GCA_037892935.1,GCA_000766925.2,GCA_021018615.1,,GCA_002995375.1,GCA_024305745.1,GCA_002105055.1,,GCA_023334305.1
Phlebopus portentosus 1,GCA_000766925.2,GCA_020232755.1,GCA_021018615.1,,GCA_038089395.1,GCA_036418075.1,GCA_023373805.1,GCA_020458295.1,GCA_004138045.1
Penicillium simplicissimum 0,GCA_024706585.1,GCA_027569445.1,GCA_002016555.1,GCA_963379335.1,GCA_023623875.1,GCA_023184605.1,GCA_001669995.1,GCA_031841255.1,GCA_018873745.1
Penicillium simplicissimum 1,GCA_027569445.1,GCA_027569465.1,GCA_028828505.1,GCA_020502035.1,GCA_023625875.1,GCA_038362965.1,GCA_964257205.1,GCA_045934525.1,GCA_029452305.1
Chiua virens 0,GCA_019787685.1,GCA_003316485.1,,GCA_041721755.1,GCA_002995155.1,GCA_000300595.1,GCA_019190265.1,GCA_046252485.1,GCA_009733005.1
Chiua virens 1,GCA_003316485.1,GCA_038090355.1,,GCA_038090875.1,GCA_000766925.2,GCA_963576785.1,GCA_013036805.1,GCA_019328425.1,GCA_018292885.1
Penicillium sclerotiorum 0,GCA_911649655.1,GCA_001750025.1,GCA_030035635.1,GCA_023619545.1,GCA_023626255.1,GCA_043229235.1,GCA_009617515.1,GCA_027576955.1,GCA_046127205.1
Penicillium sclerotiorum 1,GCA_001750025.1,GCA_027569435.1,GCA_026122735.1,GCA_019805365.1,GCA_000985935.1,GCA_035931855.1,GCA_000773805.1,GCA_027596945.1,GCA_001933345.1
Hanseniaspora thailandica 0,GCA_030573475.1,GCA_004919915.1,GCA_036287555.1,GCA_020623605.1,,GCA_017869765.1,GCA_046251105.1,GCA_000697375.1,GCA_023334035.1
Hanseniaspora thailandica 1,GCA_004919915.1,GCA_037041975.1,GCA_003708765.1,GCA_020623605.1,,GCA_037126535.1,GCA_024672335.1,GCA_001632355.1,GCA_042082645.1
Thielaviopsis punctulata 0,GCA_036034705.1,GCA_000968615.1,GCA_017591655.1,GCA_032173455.1,GCA_048165025.1,GCA_015832465.1,GCA_027569895.1,GCA_001689945.1,GCA_023334175.1
Thielaviopsis punctulata 1,GCA_000968615.1,GCA_002925815.1,GCA_016859225.1,GCA_002742195.1,GCA_040285505.1,GCA_013618305.1,GCA_018357685.2,GCA_902501385.1,GCA_023333845.1
Colletotrichum noveboracense 0,GCA_026319125.1,GCA_026319155.1,GCA_014705045.1,,GCA_018994105.1,GCA_020744335.1,GCA_000585475.3,GCA_038091015.1,GCA_023334565.1
Colletotrichum noveboracense 1,GCA_026319155.1,GCA_946151405.1,GCA_014705085.1,,GCA_019553885.1,GCA_001702805.1,GCA_030574575.1,GCA_000738555.1,GCA_042082745.1
Tolypocladium album 0,GCA_024341135.1,GCA_024340945.1,GCA_024340155.1,GCA_012980515.1,GCA_016166415.1,GCA_014850145.1,GCA_037042995.1,GCA_030039245.1,GCA_016169955.1
Tolypocladium album 1,GCA_024340945.1,GCA_024341155.1,GCA_003945565.1,GCA_030777725.1,GCA_014154955.1,GCA_014705205.1,GCA_000585585.1,GCA_037040655.1,GCA_023335535.1
Diutina catenulata 0,GCA_047301165.1,GCA_003285555.1,GCA_030578555.1,GCA_030572155.1,GCA_025430385.1,GCA_023014885.1,GCA_047150385.1,GCA_964257445.1,GCA_023333735.1
Diutina catenulata 1,GCA_003285555.1,GCA_030560525.1,GCA_037042415.1,GCA_001599095.1,GCA_046331885.1,,GCA_047842405.1,GCA_030849465.1,GCA_033557995.1
Phycomyces blakesleeanus 0,GCA_040209145.1,GCA_040209185.1,GCA_022702545.1,GCA_025094145.1,GCA_025093555.1,,,GCA_035196885.1,GCA_018873745.1
Phycomyces blakesleeanus 1,GCA_040209185.1,GCA_001638985.2,GCA_025531835.1,GCA_025094145.1,GCA_014839865.1,,GCA_029449245.1,GCA_047839365.1,GCA_002081575.1
Clarireedia homoeocarpa 0,GCA_001465935.1,GCA_001465945.1,GCA_026225975.1,GCA_000812885.1,GCA_021399475.1,GCA_019455505.1,GCA_046865305.1,GCA_003316025.1,GCA_012552325.1
Clarireedia homoeocarpa 1,GCA_001465945.1,GCA_000280825.1,GCA_002242965.1,GCA_002946415.1,GCA_029531795.1,GCA_003611195.1,GCA_002218485.1,GCA_002917965.1,GCA_029452305.1
Colletotrichum abscissum 0,GCA_023376855.1,GCA_030869225.1,GCA_013390185.1,,GCA_001599815.1,GCA_016166245.1,GCA_030579895.1,GCA_045931945.1,GCA_023334615.1
Colletotrichum abscissum 1,GCA_030869225.1,GCA_047371005.1,GCA_027406145.1,,GCA_014635975.1,GCA_011034675.1,GCA_028826785.1,GCA_001541205.1,GCA_018873745.1
Stropharia rugosoannulata 0,GCA_028532985.1,GCA_003314255.1,,GCA_040207415.1,GCA_015501595.1,GCA_963926515.1,,GCA_003025105.1,GCA_042082645.1
Stropharia rugosoannulata 1,GCA_003314255.1,GCA_036873085.1,,GCA_040804925.1,GCA_001983385.1,GCA_038090595.1,GCA_036584425.1,GCA_013305995.1,GCA_038051075.1
Drechslerella dactyloides 0,GCA_020064725.1,GCA_028984885.1,GCA_000525045.1,GCA_036971485.1,,,GCA_009687725.1,GCA_000166175.1,GCA_030267725.1
Drechslerella dactyloides 1,GCA_028984885.1,GCA_036971535.1,GCA_036971555.1,GCA_011068445.1,,,GCA_030569915.1,GCA_001179725.1,GCA_000509465.1
Kwoniella mangroviensis 0,GCA_000507885.2,GCA_000507465.4,GCA_036810415.1,GCA_019970455.1,GCA_902501135.1,GCA_023630115.1,GCA_003121365.1,GCA_030579855.1,GCA_001278225.1
Kwoniella mangroviensis 1,GCA_000507465.4,GCA_000507485.3,GCA_036287355.1,GCA_012922885.1,GCA_019857685.1,GCA_001599935.1,GCA_038092055.1,GCA_040113465.1,GCA_004117815.1
Saccharomycopsis fodiens 0,GCA_002564235.1,GCA_030556795.1,GCA_030575275.1,GCA_029299835.1,GCA_001661345.1,GCA_949124935.1,GCA_043252065.1,GCA_001007165.2,GCA_023334255.1
Saccharomycopsis fodiens 1,GCA_030556795.1,GCA_031125535.1,GCA_037355385.1,GCA_029299855.1,GCA_030560485.1,GCA_949129485.1,GCA_003705835.3,GCA_025502885.1,GCA_014706135.1
Saccharomycopsis lassenensis 0,GCA_031125475.1,GCA_030583215.1,GCA_031125455.1,GCA_029299855.1,GCA_031126425.1,GCA_003046745.1,GCA_026260275.1,GCA_041722375.1,
Saccharomycopsis lassenensis 1,GCA_030583215.1,GCA_037355495.1,GCA_030556795.1,GCA_029299835.1,GCA_030572175.1,GCA_030572715.1,GCA_023014835.1,GCA_001707345.1,GCA_024679175.1
Kurtzmaniella quercitrusa 0,GCA_030570095.1,GCA_020280125.1,GCA_030573815.1,GCA_030581575.1,GCA_047371255.1,GCA_014176175.1,GCA_947370825.1,GCA_001882365.1,GCA_038051045.1
Kurtzmaniella quercitrusa 1,GCA_020280125.1,GCA_020280135.1,GCA_003707135.1,GCA_030566715.1,GCA_046134245.1,GCA_023014875.1,GCA_900237765.1,GCA_012976205.1,GCA_035080225.1
Epichloe amarillans 0,GCA_024072835.1,GCA_000877375.1,GCA_001008065.1,GCA_029405315.1,GCA_043255725.1,GCA_001599615.1,GCA_025767715.1,GCA_001605315.2,GCA_037965455.1
Epichloe amarillans 1,GCA_000877375.1,GCA_000223075.2,GCA_000308955.1,GCA_022276165.1,GCA_030778225.1,GCA_022478755.1,GCA_023508825.1,GCA_019970125.1,GCA_038051075.1
Endocarpon pusillum 0,GCA_000611755.1,GCA_014607435.1,,GCA_964257645.1,GCA_964256245.1,GCA_000003525.2,GCA_046251155.1,GCA_038090755.1,GCA_020085045.1
Endocarpon pusillum 1,GCA_014607435.1,GCA_000464535.1,,GCA_023184605.1,GCA_964256245.1,GCA_009687325.1,GCA_014858625.1,GCA_017654825.1,GCA_001712655.1
Lactarius deliciosus 0,GCA_021525775.1,GCA_003316005.1,GCA_015025155.1,GCA_003316435.1,GCA_902749245.1,GCA_022385805.1,GCA_018687845.1,GCA_900474375.2,GCA_038050775.1
Lactarius deliciosus 1,GCA_003316005.1,GCA_006680135.1,GCA_015025155.1,GCA_022496195.1,GCA_019914985.1,GCA_024663515.1,GCA_902501365.1,GCA_020615335.1,GCA_001314925.1
Coelomomyces lativittatus 0,GCA_026937265.1,GCA_026928455.1,,,GCA_025349905.2,,GCA_025602915.1,GCA_029783965.1,GCA_038050825.1
Coelomomyces lativittatus 1,GCA_026928455.1,GCA_026937105.1,,,GCA_025594325.1,,GCA_025602915.1,GCA_002234055.1,GCA_001314375.1
